mileage,year,fuelType,price,engineVolume,power,registration,userType,gearBox,interiorMaterial,chassis
87000,2006,Benzin + Gas (TNG),9100,2000,169,04.2017.,user,Manuelni 6 brzina,Kombinovana koža,Kupe
236000,2003,Dizel,3200,1896,88,Nije registrovan,user,Manuelni 6 brzina,Kombinovana koža,Limuzina
214000,2010,Dizel,5790,1461,81,01.2017.,user,Manuelni 6 brzina,Štof,Karavan
212000,2006,Benzin,3300,2000,99,01.2017.,user,Automatski,Štof,Karavan
161000,2004,Benzin,2490,1390,72,04.2017.,user,Manuelni 5 brzina,Štof,Limuzina
210000,2003,Dizel,2400,1900,88,Nije registrovan,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
196876,2003,Dizel,2600,1900,88,11.2016.,user,Manuelni 6 brzina,,Hečbek
223000,2006,Dizel,2299,1461,63,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
201840,2002,Benzin + Gas (TNG),1800,1598,79,10.2016.,user,Manuelni 5 brzina,Drugi,Karavan
129000,2005,Benzin,3290,1600,83,01.2017.,user,Manuelni 5 brzina,Štof,Limuzina
170000,2006,Dizel,3200,1870,96,04.2017.,user,Manuelni 6 brzina,Štof,Karavan
175600,2005,Dizel,2400,1900,88,07.2016.,user,Manuelni 6 brzina,Štof,Karavan
256000,2001,Benzin + Gas (TNG),999999999,1598,79,03.2017.,user,Manuelni 5 brzina,Velur,Limuzina
180000,1998,Benzin,1100,1598,66,07.2017.,user,Manuelni 5 brzina,Velur,Hečbek
287000,2001,Benzin,1450,1600,79,01.2017.,user,Manuelni 5 brzina,Štof,Karavan
167000,2005,Dizel,3500,1461,74,10.2016.,user,Manuelni 5 brzina,Štof,Karavan
186000,2004,Dizel,3950,1900,88,12.2016.,user,Manuelni 6 brzina,Prirodna koža,Kabriolet/Roadster
91000,2012,Dizel,7300,1461,81,08.2016.,user,Manuelni 6 brzina,Štof,Karavan
166500,2010,Dizel,5900,1492,81,11.2016.,user,Manuelni 6 brzina,Štof,Karavan
197000,2001,Dizel,1500,1870,75,06.2016.,user,Manuelni 5 brzina,Kombinovana koža,Hečbek
183000,2003,Dizel,2600,1500,60,12.2016.,user,Manuelni 5 brzina,,Limuzina
210000,2001,Benzin,1900,1390,70,09.2016.,user,Manuelni 5 brzina,Štof,Karavan
165000,2006,Dizel,3600,1898,88,04.2017.,user,Manuelni 6 brzina,Štof,Karavan
245000,2001,Benzin + Gas (TNG),1900,1600,79,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
220000,1996,Benzin + Gas (TNG),850,2000,84,02.2017.,user,Manuelni 5 brzina,,Kupe
176000,2007,Dizel,3200,1500,63,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
219000,2006,Dizel,3850,1461,78,12.2016.,user,Manuelni 6 brzina,Štof,Karavan
160000,2007,Dizel,3650,1900,96,01.2017.,user,Manuelni 6 brzina,,Karavan
193000,2001,Dizel,2000,1900,75,06.2017.,user,Manuelni 5 brzina,Štof,Karavan
152000,2002,Dizel,1999,1900,59,07.2017.,user,Manuelni 5 brzina,Drugi,Hečbek
260000,2004,Dizel,2600,1890,88,07.2016.,user,Manuelni 6 brzina,Velur,Karavan
224000,2004,Dizel,2820,1890,88,07.2017.,user,Manuelni 5 brzina,Štof,Karavan
178000,2004,Dizel,3100,1461,74,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
280000,1997,Dizel,1300,1900,47,09.2016.,user,Manuelni 5 brzina,Štof,Limuzina
173000,2003,Dizel,2750,1900,88,Nije registrovan,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
183000,2009,Dizel,7100,1900,96,02.2017.,user,Manuelni 6 brzina,Štof,Kupe
184256,2010,Dizel,5600,1461,66,03.2017.,user,Manuelni 5 brzina,Štof,Karavan
278000,2001,Dizel,1550,1870,75,05.2016.,user,Manuelni 5 brzina,,Karavan
195000,2011,Dizel,6400,1461,80,05.2017.,user,Manuelni 6 brzina,Štof,Hečbek
200000,2006,Benzin,2400,1600,83,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
140000,2012,Dizel,999999999,1500,66,01.2017.,user,Manuelni 5 brzina,Štof,Hečbek
162000,2006,Dizel,2600,1493,60,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
168548,2003,Dizel,2600,1870,88,08.2016.,user,Manuelni 6 brzina,Štof,Hečbek
194500,2003,Dizel,2450,1900,74,02.2017.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
130000,2002,Benzin,2400,1600,113,12.2016.,user,Manuelni 5 brzina,Štof,Hečbek
251000,2003,Dizel,2300,1461,60,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
181000,2008,Dizel,4000,1490,78,11.2016.,user,Manuelni 6 brzina,Štof,Hečbek
240000,2002,Dizel,2350,1890,88,07.2016.,user,Manuelni 6 brzina,Štof,Limuzina
248299,2001,Benzin,999999999,1998,103,07.2017.,user,Manuelni 5 brzina,Prirodna koža,Kabriolet/Roadster
176000,2005,Dizel,2600,1499,60,01.2017.,user,Manuelni 5 brzina,Štof,Hečbek
205000,2004,Dizel,2800,1500,74,01.2017.,user,Manuelni 5 brzina,Štof,Karavan
217000,2004,Dizel,1850,1500,60,07.2016.,user,Manuelni 5 brzina,Štof,Hečbek
301000,2002,Dizel,1600,1900,75,11.2016.,user,Manuelni 5 brzina,Štof,Karavan
200000,2001,Dizel,2000,1900,75,06.2017.,user,Manuelni 5 brzina,Štof,Karavan
210820,2007,Dizel,2650,1500,63,12.2016.,user,Manuelni 5 brzina,Štof,Kupe
310000,1998,Benzin,1200,1600,66,06.2016.,user,Manuelni 5 brzina,Štof,Limuzina
240690,2006,Dizel,2900,1462,78,04.2017.,user,Manuelni 6 brzina,Štof,Hečbek
150000,2003,Dizel,1300,1870,88,12.2016.,user,Manuelni 6 brzina,Štof,Hečbek
180546,2003,Dizel,2750,1870,88,Nije registrovan,user,Manuelni 6 brzina,Kombinovana koža,Karavan
180000,2004,Dizel,2700,1500,74,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
226700,2004,Dizel,3500,1900,88,07.2016.,user,Manuelni 6 brzina,,Limuzina
206000,1997,Benzin + Gas (TNG),1250,1998,84,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
163000,2003,Dizel,2390,1460,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
228000,1997,Benzin + Gas (TNG),1300,1595,55,11.2016.,user,Manuelni 5 brzina,Velur,Hečbek
180000,2010,Dizel,5860,1495,66,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
277127,1998,Benzin,999999999,1600,66,09.2016.,user,Manuelni 5 brzina,Štof,Hečbek
144110,2001,Benzin,1750,1390,70,Nije registrovan,user,Manuelni 5 brzina,Štof,Limuzina
175500,2003,Benzin,2800,1600,83,09.2016.,user,Manuelni 5 brzina,Štof,Hečbek
267000,2007,Dizel,3600,1461,63,12.2016.,user,Manuelni 5 brzina,Štof,Karavan
195000,2002,Dizel,2400,1900,88,12.2016.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
214400,2001,Benzin + Gas (TNG),2150,1600,79,02.2017.,user,Manuelni 5 brzina,Prirodna koža,Hečbek
217500,2003,Dizel,2000,1900,88,11.2016.,user,Manuelni 6 brzina,Štof,Limuzina
162000,2005,Dizel,4000,1461,60,01.2017.,user,Manuelni 5 brzina,,Hečbek
220000,2004,Dizel,2450,1900,88,07.2017.,user,Manuelni 6 brzina,Štof,Hečbek
254000,2007,Dizel,3000,1870,96,08.2016.,user,Manuelni 6 brzina,,Karavan
280000,2003,Dizel,2700,1500,56,12.2016.,user,Manuelni 5 brzina,Štof,Karavan
184000,2012,Dizel,7099,1500,66,05.2017.,user,Manuelni 5 brzina,Štof,Karavan
190000,2006,Dizel,2800,1500,63,08.2016.,user,Manuelni 6 brzina,Štof,Hečbek
192000,2003,Dizel,2900,1500,60,04.2017.,user,Manuelni 5 brzina,Drugi,Hečbek
276354,2003,Dizel,2800,1463,60,12.2016.,user,Manuelni 5 brzina,Štof,Kupe
215000,2007,Dizel,4000,1900,96,10.2016.,user,Automatski,,Karavan
190000,2003,Dizel,2800,1500,60,12.2016.,user,Manuelni 5 brzina,Štof,Limuzina
205000,2002,Benzin,1900,1598,79,04.2017.,user,Manuelni 5 brzina,,Karavan
187000,2003,Dizel,2250,1870,77,03.2017.,user,Manuelni 5 brzina,Štof,Karavan
178000,2010,Dizel,5300,1500,63,06.2016.,user,Manuelni 5 brzina,Štof,Hečbek
99500,2011,Dizel,7000,1461,66,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
167000,2007,Benzin + Gas (TNG),3650,1598,75,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
302000,1997,Benzin,1100,1598,66,05.2017.,user,Manuelni 5 brzina,Štof,Limuzina
233000,2000,Benzin + Gas (TNG),1699,1600,109,11.2016.,user,Manuelni 5 brzina,Štof,Hečbek
232000,2004,Dizel,3200,1498,75,07.2016.,user,Manuelni 5 brzina,Štof,Karavan
195000,2003,Dizel,2600,1900,88,03.2017.,user,Manuelni 6 brzina,Štof,Karavan
153000,2008,Dizel,4000,1500,63,Nije registrovan,user,Manuelni 5 brzina,Drugi,Limuzina
260000,2005,Dizel,2830,1497,60,07.2017.,user,Manuelni 5 brzina,Štof,Karavan
137321,2010,Dizel,7000,1900,96,01.2017.,user,Manuelni 6 brzina,,Hečbek
253000,2004,Dizel,2550,1500,74,01.2017.,user,Manuelni 5 brzina,,Hečbek
240000,2004,Dizel,2000,1500,75,08.2016.,user,Manuelni 5 brzina,Štof,Hečbek
40000,2011,Benzin + Gas (TNG),7300,1598,74,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
205000,2004,Benzin + Gas (TNG),2300,1598,83,06.2017.,user,Manuelni 5 brzina,Prirodna koža,Hečbek
174300,2003,Benzin + Gas (TNG),2000,1600,79,04.2017.,user,Manuelni 5 brzina,Drugi,Hečbek
236158,2001,Benzin + Gas (TNG),1500,1390,70,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
200000,2001,Dizel,1800,1900,75,04.2017.,user,Manuelni 5 brzina,Štof,Karavan
178000,2005,Dizel,2550,1892,88,11.2016.,user,Manuelni 6 brzina,Štof,Karavan
222400,1998,Benzin + Gas (TNG),1500,1600,66,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
200000,2000,Benzin + Gas (TNG),1250,1390,55,10.2016.,user,Manuelni 5 brzina,,Limuzina
230000,2001,Dizel,1650,1870,75,07.2016.,user,Manuelni 5 brzina,,Karavan
212741,1997,Benzin + Gas (TNG),1100,1600,55,04.2017.,user,Manuelni 5 brzina,,Limuzina
166500,2003,Benzin + Gas (TNG),2750,1400,72,11.2015.,user,Manuelni 5 brzina,Štof,Hečbek
204000,1996,Benzin,400,1600,81,Nije registrovan,user,Manuelni 5 brzina,Štof,Limuzina
307000,2002,Benzin + Gas (TNG),2000,1600,79,04.2017.,user,Manuelni 5 brzina,Drugi,Karavan
170000,2005,Dizel,3300,1450,80,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
214000,2004,Dizel,2650,1870,88,04.2017.,user,Manuelni 6 brzina,Štof,Hečbek
262000,2006,Dizel,2490,1456,63,03.2017.,user,Manuelni 5 brzina,Štof,Karavan
245000,2005,Benzin,2100,1600,83,09.2016.,user,Manuelni 5 brzina,,Hečbek
225000,2004,Dizel,2400,1500,60,11.2016.,user,Manuelni 5 brzina,Štof,Hečbek
271000,1997,Dizel,1000,1900,68,12.2016.,user,Manuelni 5 brzina,,Hečbek
360000,2002,Dizel,2000,1870,75,06.2016.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
180000,2005,Dizel,3350,1500,60,03.2017.,user,Manuelni 5 brzina,,Karavan
244000,2004,Dizel,2670,1870,88,04.2017.,user,Manuelni 6 brzina,Štof,Karavan
170000,2005,Benzin,4500,2000,98,07.2017.,user,Manuelni 6 brzina,Prirodna koža,Kabriolet/Roadster
190000,2004,Dizel,2500,1900,88,09.2016.,user,Manuelni 6 brzina,Štof,Hečbek
113428,2001,Dizel,1550,1870,59,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
170000,2004,Dizel,999999999,1900,88,01.2017.,user,Manuelni 6 brzina,Kombinovana koža,Karavan
229000,2006,Dizel,3300,1870,96,09.2016.,user,Manuelni 6 brzina,Drugi,Hečbek
172000,2003,Dizel,2999,1900,88,10.2016.,user,Manuelni 6 brzina,Štof,Kupe
110000,2006,Dizel,3750,1461,63,12.2016.,user,Manuelni 5 brzina,Kombinovana koža,Hečbek
130000,2008,Dizel,3500,1500,66,09.2016.,user,Manuelni 5 brzina,Štof,Karavan
218253,2004,Dizel,2800,1900,88,10.2016.,user,Manuelni 6 brzina,Kombinovana koža,Karavan
170000,2003,Dizel,2200,1900,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Kupe
250000,2004,Dizel,2850,1870,88,11.2016.,user,Manuelni 6 brzina,Štof,Limuzina
189000,2010,Dizel,7200,1870,96,05.2017.,user,Manuelni 6 brzina,Štof,Hečbek
300000,1997,Benzin,1300,1598,66,05.2017.,user,Manuelni 5 brzina,Drugi,Limuzina
322222,2001,Benzin,1800,1800,84,08.2016.,user,Manuelni 6 brzina,Štof,Karavan
145000,2007,Dizel,4000,1998,110,05.2017.,user,Manuelni 6 brzina,Štof,Karavan
277000,2006,Dizel,3150,1461,85,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
175000,2005,Dizel,2900,1500,60,08.2017.,user,Manuelni 5 brzina,Štof,Hečbek
180000,2007,Dizel,3500,1500,74,07.2017.,user,Manuelni 6 brzina,Štof,Hečbek
132500,2008,Dizel,4600,1461,78,05.2017.,user,Manuelni 6 brzina,,Limuzina
183000,2002,Benzin,2450,1390,70,10.2016.,user,Manuelni 5 brzina,Velur,Hečbek
225000,2003,Dizel,2200,1461,60,08.2016.,user,Manuelni 5 brzina,Štof,Kupe
188000,2004,Dizel,2600,1900,88,09.2016.,user,Manuelni 6 brzina,Štof,Karavan
182000,2005,Dizel,2650,1898,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
130000,2009,Dizel,5700,1461,64,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
165000,2005,Dizel,3200,1498,74,06.2017.,user,Manuelni 5 brzina,Štof,Limuzina
215000,2004,Dizel,3300,1461,74,05.2017.,user,Manuelni 5 brzina,Štof,Limuzina
183000,2008,Dizel,4750,1998,96,02.2017.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
220000,2003,Dizel,2350,1500,60,12.2016.,user,Manuelni 5 brzina,Štof,Limuzina
300000,1996,Benzin + Gas (TNG),1150,1600,66,07.2017.,user,Manuelni 5 brzina,Štof,Kupe
280000,2005,Dizel,3000,1500,60,07.2016.,user,Manuelni 5 brzina,Štof,Limuzina
308000,2003,Dizel,2180,1900,88,09.2016.,user,Manuelni 6 brzina,Štof,Hečbek
220000,2005,Dizel,2950,1910,88,11.2016.,user,Manuelni 5 brzina,,Karavan
230000,2002,Benzin + Gas (TNG),1650,1695,79,05.2017.,user,Manuelni 5 brzina,Velur,Karavan
204000,2002,Benzin,2000,1600,79,12.2016.,user,Automatski,,Karavan
140000,2007,Benzin,3300,1400,70,08.2016.,user,Manuelni 5 brzina,Štof,Limuzina
201422,2003,Dizel,3000,1890,88,08.2016.,user,Manuelni 6 brzina,Štof,Karavan
190000,2003,Dizel,2950,1500,60,03.2017.,user,Manuelni 5 brzina,Štof,Limuzina
195000,2010,Dizel,5900,1460,66,05.2017.,user,Manuelni 5 brzina,Štof,Karavan
