mileage,year,fuelType,price,engineVolume,power,registration,userType,gearBox,interiorMaterial,chassis
128468,2009,Dizel,6390,1461,63,01.2017.,user,Manuelni 5 brzina,Štof,Hečbek
180417,2009,Dizel,999999999,1461,66,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
160000,2006,Dizel,3200,1870,96,11.2016.,user,Manuelni 6 brzina,Štof,Karavan
39000,2011,Benzin,7000,1598,74,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
162500,2001,Benzin,2100,1400,70,10.2016.,user,Manuelni 5 brzina,Štof,Karavan
185000,2000,Dizel,1250,1870,47,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
144000,2003,Dizel,3000,1870,88,10.2016.,user,Manuelni 6 brzina,Štof,Hečbek
172000,2005,Benzin,3300,1600,85,02.2017.,user,Manuelni 6 brzina,Štof,Limuzina
218000,2002,Benzin,1750,1600,79,Nije registrovan,user,Manuelni 5 brzina,Kombinovana koža,Karavan
146731,2003,Dizel,2800,1461,60,12.2016.,user,Manuelni 5 brzina,Štof,Hečbek
224000,2006,Dizel,3000,1500,79,02.2017.,user,Manuelni 6 brzina,Štof,Karavan
185780,2004,Dizel,3000,1461,60,06.2017.,user,Manuelni 5 brzina,Štof,Kupe
190000,2003,Dizel,999999999,1461,74,09.2016.,user,Manuelni 5 brzina,Štof,Hečbek
261000,2001,Dizel,1550,1900,59,12.2016.,user,Manuelni 5 brzina,Štof,Limuzina
195000,2003,Dizel,2850,1500,44,10.2016.,user,Manuelni 5 brzina,Štof,Limuzina
135000,2003,Benzin + Gas (TNG),2600,1390,72,08.2016.,user,Manuelni 5 brzina,Štof,Limuzina
190000,2003,Dizel,2650,1900,88,05.2017.,user,Manuelni 6 brzina,Štof,Hečbek
220000,2007,Dizel,3950,1998,110,07.2017.,user,Manuelni 6 brzina,Velur,Karavan
209000,2003,Dizel,3050,1900,89,11.2016.,user,Manuelni 6 brzina,Prirodna koža,Limuzina
208370,2004,Dizel,3200,1900,88,10.2016.,user,Manuelni 6 brzina,Štof,Hečbek
145000,2002,Benzin,1800,1398,70,06.2017.,user,Manuelni 5 brzina,Štof,Kupe
159000,2005,Benzin,2800,1598,83,Nije registrovan,user,Manuelni 5 brzina,Štof,Limuzina
150000,2004,Benzin,2500,1998,98,02.2017.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
168000,2004,Dizel,2599,1880,88,05.2017.,user,Manuelni 6 brzina,Kombinovana koža,Karavan
180560,2001,Benzin + Gas (TNG),999999999,1600,79,03.2017.,user,Manuelni 5 brzina,Prirodna koža,Kupe
232000,2003,Dizel,2350,1900,87,Nije registrovan,user,Manuelni 6 brzina,Prirodna koža,Hečbek
256700,1997,Dizel,1200,1870,47,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
169980,2003,Dizel,2600,1870,88,08.2017.,user,Manuelni 6 brzina,Štof,Limuzina
200001,2004,Dizel,2950,1491,74,08.2016.,user,Manuelni 5 brzina,Velur,Karavan
245000,2004,Dizel,1950,1461,60,11.2016.,user,Manuelni 5 brzina,Štof,Hečbek
220000,1996,Benzin + Gas (TNG),840,1598,55,10.2016.,user,Manuelni 5 brzina,Štof,Limuzina
198420,2002,Benzin,1800,1598,79,10.2016.,user,Manuelni 5 brzina,Prirodna koža,Kupe
194135,2002,Dizel,1650,1897,75,09.2016.,user,Manuelni 5 brzina,Štof,Kupe
206000,2006,Dizel,3000,1500,80,03.2017.,user,Manuelni 6 brzina,Štof,Limuzina
200000,2008,Dizel,5200,1496,63,06.2017.,user,Manuelni 5 brzina,,Limuzina
185000,2003,Dizel,2100,1896,88,08.2016.,user,Manuelni 6 brzina,Drugi,Karavan
217500,2001,Benzin,2200,1390,70,09.2016.,user,Manuelni 5 brzina,Štof,Hečbek
164180,2011,Dizel,6790,1870,96,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
152000,2007,Dizel,2900,1900,96,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
183000,2004,Benzin + Gas (TNG),2900,1598,83,05.2016.,user,Manuelni 5 brzina,Štof,Hečbek
185000,2004,Dizel,3150,1900,88,08.2017.,user,Manuelni 6 brzina,Drugi,Karavan
170000,2004,Dizel,4400,1461,63,12.2015.,user,Manuelni 5 brzina,Štof,Karavan
165000,2004,Dizel,3000,1500,65,06.2017.,user,Manuelni 5 brzina,Štof,Limuzina
172000,2005,Dizel,2350,1870,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
240000,2003,Dizel,2390,1870,88,03.2017.,dealer,Manuelni 5 brzina,Štof,Hečbek
181000,2004,Dizel,2800,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
180424,2002,Benzin,1799,1596,76,Nije registrovan,dealer,Manuelni 5 brzina,Velur,Karavan
93246,2010,Dizel,6299,1461,63,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
173400,2010,Dizel,6300,1870,96,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Limuzina
193000,2001,Benzin,2450,1600,80,04.2017.,user,Manuelni 5 brzina,Štof,Karavan
207618,2004,Dizel,3200,1900,88,03.2017.,user,Manuelni 6 brzina,,Limuzina
229000,2008,Dizel,3550,1461,78,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
268000,2003,Dizel,3190,1900,88,03.2017.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
178000,2005,Dizel,3000,1500,60,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
201000,2007,Dizel,3450,1461,78,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
156870,2004,Benzin,2800,1596,83,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
178000,2009,Dizel,3450,1461,63,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
160000,2006,Dizel,2700,1990,110,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
176000,2004,Benzin,4350,1598,83,02.2017.,user,Manuelni 5 brzina,Štof,Kabriolet/Roadster
280000,2002,Dizel,2200,1900,60,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
160000,2005,Dizel,2800,1900,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Limuzina
239606,2003,Dizel,2700,1870,88,12.2016.,user,Manuelni 6 brzina,Štof,Limuzina
176000,2005,Dizel,2900,1461,78,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
370000,2005,Dizel,2250,1500,60,03.2017.,user,Manuelni 5 brzina,,Hečbek
215000,2003,Dizel,2550,1461,60,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
230000,1999,Benzin + Gas (TNG),900,1600,79,08.2016.,user,Manuelni 5 brzina,,Karavan
132000,2001,Benzin,1700,1600,79,03.2017.,user,Manuelni 5 brzina,,Kabriolet/Roadster
230000,2001,Dizel,1300,1900,75,01.2017.,user,Manuelni 5 brzina,Štof,Karavan
130000,2010,Dizel,6750,1870,96,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
294000,2001,Benzin + Gas (TNG),1600,1600,79,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
190522,2004,Dizel,2600,1900,88,05.2017.,user,Manuelni 6 brzina,Štof,Hečbek
186000,2001,Dizel,1900,1986,74,11.2016.,user,Manuelni 5 brzina,Štof,Karavan
134000,2010,Dizel,6050,1461,66,05.2016.,user,Manuelni 5 brzina,Štof,Limuzina
174500,2001,Benzin,2350,1600,79,01.2017.,user,Manuelni 5 brzina,Štof,Karavan
260000,2003,Dizel,2100,1900,75,04.2017.,user,Manuelni 5 brzina,Štof,Karavan
1111,1998,Benzin + Gas (TNG),1850,1600,0,07.2017.,user,Manuelni 5 brzina,,Kabriolet/Roadster
299000,2001,Dizel,1200,1900,55,09.2016.,user,Manuelni 5 brzina,,Karavan
260000,2003,Dizel,2750,1500,60,05.2017.,user,Manuelni 5 brzina,Štof,Limuzina
187000,2004,Dizel,4000,1870,88,02.2017.,user,Manuelni 6 brzina,Štof,Kabriolet/Roadster
199000,2004,Dizel,999999999,1461,74,03.2017.,user,Manuelni 5 brzina,Štof,Limuzina
178000,2003,Dizel,2200,1900,88,12.2016.,user,Manuelni 6 brzina,Štof,Hečbek
158735,2003,Dizel,2850,1498,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
250000,2005,Dizel,1350,1498,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
170000,2007,Dizel,3399,1500,74,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
131780,2004,Dizel,3250,1896,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Limuzina
159000,2006,Dizel,3400,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
186114,2010,Dizel,5790,1461,66,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
173808,2013,Dizel,7190,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
143000,2001,Benzin,2200,1598,79,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
176393,2012,Dizel,7600,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
163000,2004,Dizel,2100,1870,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
112880,2011,Dizel,7200,1870,96,07.2017.,user,Manuelni 6 brzina,Štof,Hečbek
181000,2002,Dizel,1850,1870,59,Nije registrovan,user,Manuelni 5 brzina,Velur,Hečbek
222000,1998,Dizel,1199,1870,48,02.2017.,user,Manuelni 5 brzina,Štof,Hečbek
123000,2002,Benzin + Gas (TNG),2100,1400,55,02.2017.,user,Manuelni 5 brzina,Štof,Kupe
8000,2004,Dizel,3300,1500,75,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
150000,2001,Benzin,1750,1400,66,05.2017.,user,Manuelni 5 brzina,Štof,Kupe
190000,2010,Dizel,5800,1461,81,09.2016.,user,Manuelni 6 brzina,Štof,Karavan
220000,1999,Dizel,999999999,1870,77,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
165000,2002,Benzin,1750,1389,70,09.2016.,user,Manuelni 5 brzina,Kombinovana koža,Kupe
134000,2004,Dizel,3200,1461,74,06.2017.,user,Manuelni 5 brzina,Štof,Karavan
195000,2003,Benzin,2700,1400,72,06.2017.,user,Manuelni 5 brzina,Štof,Limuzina
80000,2010,Benzin,8500,1598,81,07.2017.,user,Manuelni 6 brzina,,Kupe
217000,2009,Dizel,4000,1490,63,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
235000,2003,Dizel,2700,1900,88,05.2017.,user,Manuelni 6 brzina,,Limuzina
184600,2006,Dizel,1900,1486,63,05.2017.,user,Manuelni 5 brzina,Štof,Hečbek
184174,2004,Dizel,2650,1870,88,07.2017.,user,Manuelni 6 brzina,Štof,Limuzina
165000,2003,Benzin,1890,1600,66,Nije registrovan,user,Manuelni 5 brzina,Štof,Kupe
173000,2003,Dizel,2900,1900,93,02.2017.,user,Manuelni 6 brzina,Štof,Hečbek
168000,2012,Dizel,7000,1500,81,11.2016.,user,Manuelni 6 brzina,,Karavan
187000,2007,Dizel,2800,1461,63,10.2016.,user,Manuelni 5 brzina,Štof,Kupe
220000,2004,Benzin + Gas (TNG),2800,1598,83,04.2017.,user,Manuelni 5 brzina,Velur,Karavan
150000,2001,Benzin,1550,1390,70,12.2016.,user,Manuelni 5 brzina,Štof,Hečbek
168000,2005,Benzin,4700,1998,98,Nije registrovan,user,Manuelni 6 brzina,Prirodna koža,Kabriolet/Roadster
203000,2001,Dizel,2000,1900,59,02.2017.,user,Manuelni 5 brzina,Štof,Karavan
215000,2004,Dizel,3000,1900,88,06.2017.,user,Manuelni 6 brzina,Štof,Karavan
80000,2004,Dizel,2750,1460,63,04.2017.,user,Manuelni 5 brzina,Štof,Karavan
64000,2009,Benzin,7800,1598,81,09.2016.,user,Manuelni 6 brzina,Štof,Karavan
180866,2013,Dizel,6650,1498,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
203000,2004,Dizel,2650,1461,73,Nije registrovan,user,Manuelni 5 brzina,Štof,Karavan
180000,2004,Dizel,3000,1900,88,04.2016.,user,Manuelni 6 brzina,,Karavan
261000,2002,Dizel,2200,1900,59,10.2015.,user,Manuelni 5 brzina,Štof,Karavan
196000,1999,Dizel,1399,1900,60,11.2016.,dealer,Manuelni 5 brzina,Štof,Limuzina
163000,2006,Dizel,2500,1461,63,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
175000,2003,Dizel,2400,1900,59,07.2017.,user,Manuelni 5 brzina,Štof,Karavan
142659,2006,Dizel,2899,1498,74,Nije registrovan,dealer,Manuelni 5 brzina,Prirodna koža,Hečbek
164284,2002,Benzin,2550,1598,83,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
163000,2005,Dizel,3100,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
200000,2004,Dizel,2600,1896,88,06.2017.,dealer,Manuelni 5 brzina,Štof,Limuzina
126000,2003,Benzin,2690,1390,72,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
198000,2001,Benzin,1850,1380,66,Nije registrovan,dealer,Manuelni 5 brzina,,Limuzina
221346,2003,Dizel,2399,1481,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
7,2016,Benzin,21460,1129,96,Nije registrovan,saloon,Manuelni 6 brzina,Štof,Hečbek
191429,2004,Dizel,3050,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
149000,2002,Benzin,2450,1389,72,Nije registrovan,dealer,Manuelni 5 brzina,Kombinovana koža,Hečbek
33000,2013,Benzin,8000,1598,74,09.2016.,dealer,Manuelni 5 brzina,Štof,Hečbek
207000,2006,Dizel,2950,1496,77,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
192000,2005,Dizel,3299,1870,96,Nije registrovan,dealer,Manuelni 6 brzina,,Karavan
180000,2005,Benzin,3150,1598,83,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Limuzina
154000,2005,Benzin,4300,1998,98,Nije registrovan,dealer,Manuelni 6 brzina,Kombinovana koža,Kabriolet/Roadster
182000,2004,Benzin,2650,1390,60,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
190144,2004,Dizel,2350,1495,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
165000,2004,Dizel,2999,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
153000,2003,Dizel,2700,1460,74,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
162260,2006,Dizel,3399,1998,110,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
166000,2004,Dizel,2800,1500,74,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
164000,2012,Dizel,7999,1598,96,Nije registrovan,dealer,Manuelni 6 brzina,,Karavan
160700,2003,Dizel,2800,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
154000,2004,Dizel,3150,1461,74,Nije registrovan,dealer,Manuelni 5 brzina,Kombinovana koža,Karavan
192730,2011,Dizel,6990,1461,81,Nije registrovan,dealer,Automatski,,Karavan
97000,2003,Benzin,1990,1390,70,Nije registrovan,dealer,Manuelni 5 brzina,,Karavan
177769,2002,Benzin,1780,1596,76,Nije registrovan,dealer,Manuelni 5 brzina,Velur,Kupe
196000,2001,Benzin,1999,1600,79,11.2016.,user,Manuelni 5 brzina,Štof,Karavan
233351,2003,Dizel,2250,1490,60,Nije registrovan,dealer,Manuelni 5 brzina,,Hečbek
228000,2007,Dizel,2800,1480,63,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
74500,2003,Dizel,3000,1495,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
290000,2002,Dizel,1800,1900,75,05.2017.,user,Manuelni 5 brzina,Štof,Karavan
300000,2003,Dizel,2600,1900,88,08.2016.,user,Manuelni 6 brzina,Štof,Hečbek
132000,2004,Dizel,3190,1870,88,Nije registrovan,user,Manuelni 6 brzina,Štof,Karavan
134500,2003,Dizel,3150,1870,88,11.2016.,dealer,Manuelni 6 brzina,Štof,Hečbek
176000,2010,Dizel,7100,1461,63,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
174401,2004,Dizel,3500,1900,88,04.2017.,user,Manuelni 6 brzina,Štof,Karavan
178000,2004,Dizel,2950,1461,62,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
280000,1999,Dizel,1200,1900,80,Nije registrovan,user,Manuelni 5 brzina,Štof,Limuzina
181000,2002,Dizel,2650,1900,88,04.2017.,user,Manuelni 5 brzina,Štof,Limuzina
290000,2003,Dizel,2000,1900,104,08.2016.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
161766,2004,Benzin,3100,1600,83,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
144333,2002,Dizel,999999999,1900,59,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
217000,2001,Benzin,2199,1598,79,07.2017.,user,Manuelni 5 brzina,Štof,Hečbek
260000,2005,Dizel,2750,1461,74,04.2017.,dealer,Manuelni 5 brzina,Štof,Hečbek
170000,2003,Benzin,2200,1598,79,05.2017.,user,Automatski,Kombinovana koža,Karavan
249650,2004,Dizel,2680,1897,88,11.2016.,user,Manuelni 6 brzina,Štof,Karavan
218000,2003,Dizel,2600,1500,60,12.2016.,user,Manuelni 5 brzina,Štof,Limuzina
145554,2003,Benzin,2650,1598,83,03.2017.,user,Manuelni 5 brzina,Kombinovana koža,Hečbek
31554,2006,Benzin,6000,1400,74,08.2016.,user,Manuelni 5 brzina,Štof,Hečbek
230000,2005,Dizel,2800,1900,88,10.2016.,user,Manuelni 6 brzina,,Karavan
148000,2005,Benzin,5000,1600,83,05.2017.,user,Manuelni 5 brzina,Velur,Kabriolet/Roadster
150000,2004,Benzin,2200,1598,83,Nije registrovan,user,Manuelni 5 brzina,Štof,Kupe
210000,2003,Dizel,1499,1820,88,Nije registrovan,user,Manuelni 5 brzina,Štof,Limuzina
193200,2005,Benzin,2499,1593,83,10.2016.,user,Manuelni 5 brzina,Štof,Karavan
244000,2003,Dizel,1500,1900,85,Nije registrovan,user,Manuelni 6 brzina,Štof,Hečbek
186219,2001,Dizel,1750,1870,74,09.2016.,user,Manuelni 5 brzina,Štof,Karavan
88000,2005,Benzin,3500,1598,68,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
146000,2013,Dizel,7450,1500,81,Nije registrovan,dealer,Automatski,Štof,Hečbek
150000,2005,Dizel,2850,1461,78,03.2017.,user,Manuelni 6 brzina,Štof,Karavan
198000,2004,Dizel,2950,1900,88,05.2016.,user,Manuelni 6 brzina,Štof,Karavan
135000,2009,Dizel,6400,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
190232,2012,Dizel,6500,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
202000,2004,Dizel,3200,1496,59,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
183000,2005,Dizel,2950,1500,60,Nije registrovan,dealer,Manuelni 5 brzina,Kombinovana koža,Hečbek
131000,2002,Benzin,2050,1390,70,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
222000,2006,Dizel,3500,1870,96,Nije registrovan,user,Manuelni 6 brzina,Štof,Hečbek
215000,2004,Dizel,3400,1896,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
250000,2006,Dizel,2990,1500,77,09.2016.,dealer,Manuelni 6 brzina,,Karavan
158000,2002,Benzin,2200,1400,70,04.2017.,user,Manuelni 5 brzina,Štof,Karavan
167500,2009,Dizel,999999999,1500,78,03.2017.,user,Manuelni 6 brzina,Štof,Hečbek
155000,2006,Benzin,2599,1587,82,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
204000,2005,Dizel,3200,1500,77,11.2016.,user,Manuelni 6 brzina,Štof,Hečbek
290000,2003,Benzin + Gas (TNG),2300,1390,72,12.2016.,user,Manuelni 5 brzina,Štof,Hečbek
200000,2003,Dizel,2000,1900,77,07.2017.,user,Manuelni 5 brzina,,Karavan
223000,2006,Benzin,3000,1600,82,04.2017.,user,Automatski,Štof,Karavan
238000,2006,Dizel,3100,1461,63,09.2016.,user,Manuelni 5 brzina,Štof,Karavan
202000,2001,Benzin,1850,1390,70,10.2016.,user,Manuelni 5 brzina,Štof,Hečbek
225000,2006,Dizel,3490,1498,81,Nije registrovan,dealer,Manuelni 6 brzina,,Karavan
215000,2003,Dizel,2850,1900,88,03.2017.,user,Manuelni 6 brzina,Štof,Limuzina
227000,2004,Dizel,2700,1500,74,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
190000,2010,Dizel,6200,1461,63,12.2016.,user,Manuelni 5 brzina,Štof,Hečbek
147748,2001,Benzin,1900,1598,79,07.2017.,user,Manuelni 5 brzina,Kombinovana koža,Kabriolet/Roadster
118333,2002,Benzin,2100,1589,83,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
217800,2001,Dizel,2250,1870,75,12.2016.,user,Manuelni 5 brzina,Kombinovana koža,Karavan
240000,2003,Dizel,2500,1900,88,03.2017.,user,Manuelni 6 brzina,Štof,Hečbek
175880,2007,Dizel,5300,1495,78,08.2016.,user,Manuelni 6 brzina,Štof,Kabriolet/Roadster
244000,2006,Dizel,3500,1498,77,06.2017.,user,Manuelni 6 brzina,Štof,Hečbek
146000,2006,Dizel,3750,1461,63,Nije registrovan,user,Manuelni 5 brzina,Štof,Limuzina
219000,2004,Dizel,3200,1496,74,02.2017.,dealer,Manuelni 5 brzina,Štof,Hečbek
176888,2009,Dizel,5200,1500,63,Nije registrovan,user,Manuelni 5 brzina,Štof,Hečbek
241000,2003,Dizel,2800,1900,88,12.2016.,user,Manuelni 6 brzina,Štof,Hečbek
125000,2003,Benzin,2700,16000,83,03.2017.,user,Manuelni 5 brzina,Štof,Hečbek
158000,2008,Dizel,3900,1500,63,09.2016.,user,Manuelni 5 brzina,,Hečbek
188135,2003,Benzin,2900,1398,61,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
168294,2009,Dizel,8700,1998,110,07.2017.,user,Automatski,Štof,Hečbek
153000,2008,Dizel,3700,1461,65,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
175000,2003,Benzin,2999,1587,83,05.2017.,user,Manuelni 5 brzina,Štof,Limuzina
189265,2004,Dizel,3300,1870,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
178075,2005,Dizel,3450,1461,78,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
211000,2007,Dizel,3490,1896,96,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
177350,2008,Dizel,3990,1461,63,07.2016.,dealer,Manuelni 5 brzina,Štof,Karavan
128000,2007,Dizel,4550,1490,78,10.2016.,dealer,Manuelni 6 brzina,Štof,Karavan
150000,2006,Dizel,4000,1461,63,Nije registrovan,dealer,Manuelni 5 brzina,,Hečbek
174000,2003,Benzin,2099,1390,74,07.2017.,dealer,Manuelni 5 brzina,Štof,Hečbek
199000,2013,Dizel,6950,1500,81,Nije registrovan,dealer,Manuelni 6 brzina,Velur,Hečbek
240000,2006,Dizel,3430,1461,78,06.2017.,user,Manuelni 6 brzina,Štof,Hečbek
240000,2004,Dizel,2450,1461,60,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
294000,2002,Dizel,1500,1870,59,11.2016.,user,Manuelni 5 brzina,Štof,Karavan
250000,2002,Dizel,999999999,1900,80,06.2017.,user,Manuelni 5 brzina,Drugi,Karavan
202300,2003,Dizel,2700,1500,60,10.2016.,user,Manuelni 5 brzina,Štof,Limuzina
300000,2001,Dizel,1500,1870,59,03.2017.,user,Manuelni 5 brzina,Štof,Karavan
260000,2004,Dizel,2200,1500,60,06.2017.,user,Manuelni 5 brzina,Štof,Limuzina
285000,2005,Dizel,2500,1500,74,04.2017.,user,Manuelni 5 brzina,Štof,Hečbek
238247,2001,Benzin + Gas (TNG),2000,1600,79,09.2016.,user,Manuelni 5 brzina,Prirodna koža,Kabriolet/Roadster
205000,2003,Dizel,2580,1461,60,03.2017.,user,Manuelni 5 brzina,Drugi,Limuzina
269000,2003,Dizel,2500,1500,60,01.2017.,user,Manuelni 5 brzina,Štof,Hečbek
189000,2006,Dizel,3499,1498,78,12.2016.,dealer,Manuelni 5 brzina,Štof,Karavan
140000,2005,Dizel,4300,1880,88,08.2016.,user,Manuelni 6 brzina,Prirodna koža,Kabriolet/Roadster
160400,2004,Dizel,3150,1461,60,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
207710,2005,Dizel,999999999,1900,88,11.2016.,user,Manuelni 6 brzina,Štof,Karavan
209210,2005,Dizel,2700,1461,74,06.2017.,user,Manuelni 5 brzina,Štof,Limuzina
208128,2010,Dizel,5700,1461,63,06.2017.,user,Manuelni 5 brzina,Štof,Hečbek
22543,2002,Benzin,1550,1600,78,09.2016.,user,Manuelni 5 brzina,Štof,Kupe
151000,2011,Dizel,6950,1461,63,05.2016.,user,Manuelni 5 brzina,Štof,Hečbek
212000,2005,Dizel,3150,1900,96,09.2016.,user,Manuelni 6 brzina,,Karavan
200000,2005,Dizel,2950,1580,50,11.2016.,user,Automatski,Štof,Karavan
220900,2002,Dizel,2100,1870,75,07.2016.,user,Manuelni 5 brzina,,Karavan
105000,2006,Benzin,5300,1998,120,07.2017.,user,Manuelni 5 brzina,Prirodna koža,Kabriolet/Roadster
58679,2008,Benzin,5500,1390,77,08.2016.,user,Manuelni 5 brzina,Štof,Limuzina
179000,2005,Dizel,2299,1490,74,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Karavan
77000,2012,Benzin + Gas (TNG),7500,1600,74,05.2017.,user,Manuelni 5 brzina,Štof,Limuzina
179000,2011,Dizel,8880,1870,97,Nije registrovan,dealer,Manuelni 6 brzina,Kombinovana koža,Karavan
260000,2008,Dizel,3800,1500,78,05.2017.,user,Manuelni 6 brzina,Štof,Karavan
230000,2005,Dizel,2100,2,88,03.2016.,user,Manuelni 6 brzina,Štof,Karavan
215000,2004,Dizel,2500,1870,88,05.2017.,dealer,Manuelni 6 brzina,Štof,Karavan
147000,2004,Benzin,2890,1598,77,11.2016.,dealer,Manuelni 5 brzina,Štof,Karavan
129287,2009,Dizel,7300,1870,96,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Kupe
187000,2010,Dizel,5800,1461,77,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
146545,2012,Dizel,6450,1461,66,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Limuzina
190000,2005,Dizel,2750,1900,88,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
162000,2012,Dizel,7650,1461,81,Nije registrovan,dealer,Manuelni 6 brzina,,Karavan
111000,2012,Dizel,7200,1461,66,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Karavan
44100,2011,Benzin,8900,1598,81,03.2017.,dealer,Manuelni 6 brzina,Štof,Kupe
152758,2004,Dizel,3900,1900,88,04.2017.,user,Manuelni 6 brzina,Štof,Karavan
173000,2004,Dizel,2750,1500,48,06.2017.,dealer,Manuelni 5 brzina,Štof,Hečbek
190260,2004,Dizel,2350,1500,63,08.2017.,user,Manuelni 5 brzina,Štof,Hečbek
147050,2013,Dizel,7950,1461,66,Nije registrovan,dealer,Manuelni 5 brzina,Štof,Hečbek
235000,2003,Dizel,2200,1894,88,07.2017.,user,Manuelni 6 brzina,Kombinovana koža,Hečbek
182000,2003,Dizel,1999,1890,88,Nije registrovan,dealer,Manuelni 6 brzina,Štof,Hečbek
260840,1998,Benzin,999,1390,55,11.2016.,user,Manuelni 5 brzina,Štof,Limuzina
